book_id,book_title,book_genres
,,Literature|Humor|Funny
,,Romance|Humor|Funny|Romance|Contemporary Romance|Did Not Finish|Contemporary
,,Fiction|Womens Fiction|Chick Lit|Contemporary
,,Fiction|Anthropology
,,Adult Fiction|Erotica|Romance|Romance|Contemporary Romance|Contemporary|Adult|Romance|Erotic Romance
,,Fiction|Novels|Literature|Literature|American|Contemporary
,,Sequential Art|Manga|Sequential Art|Comics|Sequential Art|Graphic Novels|Fantasy|Science Fiction|Fiction
,,Classics|Travel|Nonfiction|Biography|Cultural|France|European Literature|French Literature
,,Fiction|Abandoned
,,Romance|Adult Fiction|Erotica|Fiction|Erotica|Bdsm|Adult
,,Fantasy|Animals|Fiction
,,Paranormal|Vampires|Fantasy|Paranormal|Romance|Paranormal Romance|Romance
,,Fiction|Thriller|Mystery|Medical
,,Classics|Fiction|Historical|Historical Fiction|Literature
,,Mystery|Crime|Fiction|Mystery|European Literature|Swedish Literature|European Literature|Scandinavian Literature|Thriller
,,Cultural|Russia|Health|Medicine|Autobiography|Memoir
,,Fantasy|Classics|Fiction|Adventure|Young Adult|Science Fiction Fantasy|Fantasy|High Fantasy|Childrens|Fantasy|Epic Fantasy|Novels
,,Classics|Fiction|Science Fiction|Science Fiction|Dystopia
,,Fantasy|Young Adult|Fantasy|Paranormal|Romance|Fairies|Fae
,,Fantasy|Fiction|Fantasy|Epic Fantasy|Audiobook
,,Poetry|Classics|Fantasy|European Literature|Italian Literature|Fiction|Cultural|Italy|Epic
,,Romance|Contemporary Romance|Romance|Contemporary
,,Womens Fiction|Chick Lit|Romance|Fiction|Contemporary
,,Christian Fiction|Historical|Historical Fiction|Fiction|Christian|Historical|Romance
,,Philosophy|Nonfiction|Social Movements|Social Justice
,,Romance|M M Romance|War|Military Fiction|Erotica|Bdsm|Science Fiction|Adult Fiction|Erotica
,,Feminism|Fiction|Northern Africa|Egypt|Cultural|Africa
,,Fiction|Classics|Novels
,,Fantasy|Fiction|Childrens|Childrens|Middle Grade
,,Nonfiction|Classics|Autobiography|Memoir|Biography|Biography|Autobiography
,,Historical|Historical Fiction|Northern Africa|Egypt|Historical|Fiction
,,Literature|Russian Literature|Cultural|Russia
,,Fantasy|Young Adult|Fiction|Fantasy|Magic|Romance
,,Biography|Nonfiction
,,War|Military Fiction|Romance|Romance|Contemporary Romance|Contemporary
,,Fantasy|Young Adult|Romance
,,Classics|Fiction|Fantasy|Childrens|Adventure
,,Young Adult|Christian|Fiction|Christian Fiction|Romance|Contemporary
,,Fiction|Historical|Historical Fiction|Mystery|Classics|Historical|Literature|Mystery|Crime|European Literature|Italian Literature|Cultural|Italy|Novels
,,Nonfiction|History|War|Military Fiction|War|World War II|War
,,Fiction|Science Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic|Cultural|Canada
,,Fantasy|Classics|Childrens|Fiction
,,Science Fiction|Science Fiction|Apocalyptic|Apocalyptic|Post Apocalyptic|Fiction
,,Romance|M M Romance|Romance|Contemporary|Gay Romance|Gay For You
,,Sequential Art|Manga|Sequential Art|Graphic Novels|Romance|Fantasy|Young Adult
,,Paranormal|Vampires|Fantasy
,,Romance|Romance|Contemporary Romance|Contemporary|Romance|Romantic Suspense|Fiction
,,Fantasy|Fiction|Science Fiction|Classics
,,Fantasy|Young Adult|New Adult
,,Fiction|European Literature|Czech Literature|Novels|Literature|Classics|Writing|Books About Books
,,Mystery|Crime|Mystery|Thriller|Thriller|Mystery Thriller|Fiction
,,Historical|Historical Fiction|Fiction|Historical
,,Nonfiction|Animals|Biography|Animals|Cats|Autobiography|Memoir
,,Historical|Historical Fiction|Childrens|Fiction|Historical
,,Romance|Romance|Contemporary Romance|Contemporary|Did Not Finish
,,Fantasy|Childrens|Adventure|Fiction
,,
,,Culture|Film|Nonfiction
,,Young Adult|Contemporary|Fiction|Realistic Fiction
,,Self Help|Nonfiction|Inspirational|Psychology|Sociology
,,Fiction|Classics|Gothic|Southern Gothic|Literature|Novels
,,New Adult|Romance|Contemporary|Romance|Contemporary Romance|Young Adult
,,Fiction|Classics|Historical|Historical Fiction|Adventure|Cultural|Africa|War|Romance
,,Science Fiction|Fiction|Science Fiction|Time Travel
,,Fantasy|Young Adult|Retellings|Romance
,,Media Tie In|Star Trek|Science Fiction|Fiction
,,Fiction|Thriller|Mystery|Classics|Spy Thriller|Espionage|Adventure
,,Short Stories|Fiction
,,Education|Teaching|Nonfiction
,,Humor|Fiction|Classics|Literature
,,Womens Fiction|Chick Lit|Fiction|Humor|Romance|Novels
,,Philosophy
,,Religion|Biography|Nonfiction|History|Christianity|Lds
,,History|Nonfiction|Science|Sociology
,,History|Crime|True Crime|Nonfiction|Mystery|Mystery|Crime|Biography|North American Hi...|American History
,,Short Stories|Fiction|Cultural|Canada|Romance
,,Adventure|Pirates|Historical|Historical Fiction|Fiction
,,Young Adult|Romance|Contemporary|Young Adult|High School
,,Mystery|Fiction|Horror|Cultural|Canada|Thriller|Suspense
,,Young Adult|Womens Fiction|Chick Lit|Contemporary
,,History|Nonfiction|Writing|Essays|Cultural|Germany|War|European Literature|German Literature|War|World War II
,,Fantasy|Science Fiction|Fiction
,,Mystery|Fiction|Thriller
,,Mystery|Thriller|Fiction|Mystery|Crime|Suspense
,,Fiction|Adult Fiction|Contemporary|Drama
,,Fiction|Cultural|Canada|Historical|Historical Fiction
,,Historical|Historical Fiction|Fiction|Romance|Historical|European Literature|British Literature
,,Sequential Art|Manga|Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics|Adventure
,,Mystery|Mystery|Crime|Fiction|Thriller|Thriller|Mystery Thriller
,,Music|Poetry|Nonfiction|Reference
,,Nonfiction|Biography|Autobiography|Memoir|Biography|Autobiography
,,Mystery|Fiction|Mystery|Crime
,,Humor|Nonfiction|Humor|Comedy|Humor|Funny|Contemporary|Literature|Asian Literature|Adult|Short Stories|Sequential Art|Comics|Writing|Essays
,,Historical|Historical Fiction|Childrens|Historical
,,Autobiography|Memoir|Nonfiction|Religion|Spirituality
,,Fiction|Cultural|Australia|Mystery|Crime|Literature|21st Century
,,Fantasy|Fiction|Anthologies|Short Stories|Science Fiction Fantasy
,,Fiction|Historical|Historical Fiction|Music|Mystery|Historical
,,Animals|Horses|Childrens|Young Adult
,,Romance|Fantasy|Paranormal|Romance|Paranormal Romance|Fantasy|Fantasy|Mythology|Fiction
,,Fiction|Literature|American|Literature|Novels
,,Nonfiction|Travel|Biography|Biography|Autobiography
,,Biography|Classics|Childrens
,,Young Adult|Fantasy|Fantasy|Paranormal|Romance
,,
,,Crime|True Crime|Nonfiction|History|Mystery|Crime
,,Glbt|Lesbian|Fantasy|Lgbt|Science Fiction|Romance|Lesbian|Lesbian Fiction
,,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Vampires|Fantasy|Urban Fantasy
,,Science Fiction|Fiction
,,Travel|Nonfiction|Cultural|Russia|History
,,Fiction|Fantasy|Historical|Historical Fiction|Science Fiction|Novels|Philosophy|Science Fiction Fantasy
,,Christian Fiction|Christian|Fiction|Suspense|Romance|War|Military Fiction|Contemporary
,,Mystery|Mystery|Cozy Mystery|Fiction
,,Nonfiction|Sports and Games|Sports|History|Biography
,,Young Adult|Christian|Romance|Christian Fiction|Realistic Fiction|Contemporary
,,Fiction|Literature|Novels
,,Young Adult|Horror|Paranormal|Ghosts|Fantasy|Paranormal|Fantasy|Supernatural|Fantasy
,,Poetry|Classics|Fiction|Literature|Romance|Classics|Classic Literature|European Literature|British Literature|Literature|English Literature|Literary Fiction|Love
,,Science Fiction|Fiction|Apocalyptic|Post Apocalyptic
,,Christian Fiction|Fiction|Christian|Thriller
,,Holiday|Christmas|Romance|Holiday|Fiction|Womens Fiction|Chick Lit
,,Fantasy|Young Adult|Fantasy|Magic|Fantasy|Urban Fantasy
,,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Fantasy|Magic|Paranormal|Shapeshifters|Mystery
,,Romance|Romantic Suspense|Romance|Thriller|Romance|Contemporary Romance|Mystery
,,Fantasy|Fantasy|Paranormal|Fantasy|Magic
,,World War II|Holocaust|Nonfiction|History|Autobiography|Memoir|Biography|War|World War II
,,Fantasy|Dragons|Fantasy|Young Adult|Fantasy|Paranormal|Romance|Fantasy|Magic|Fantasy|Urban Fantasy
,,Media Tie In|Doctor Who|Science Fiction|Fiction
,,Mystery|Romance|Fiction|Suspense|Romance|Romantic Suspense|Science Fiction|Anthologies|Mystery|Crime|Futuristic|Thriller|Mystery Thriller
,,Fantasy|Fantasy|Epic Fantasy|Fiction|Fantasy|Dark Fantasy|Fantasy|High Fantasy
,,Romance|Historical|Historical Fiction|Historical|Fiction|Mystery|Adventure|Romance|Historical Romance
,,History|Biography|Nonfiction|Biography Memoir|Autobiography|Memoir
,,Historical|Historical Fiction|Young Adult|Fiction|Childrens
,,Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics
,,Philosophy|Nonfiction|Politics|Writing|Essays|Philosophy|Theory
,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Adult Fiction|Erotica|Romance|Erotic Romance|Paranormal|Shapeshifters
,,Childrens|European Literature|British Literature|Childrens|Middle Grade|Young Adult
,,Fantasy|Christian Fiction|Christian|Fiction|Childrens|Christian Fiction|Christian Fantasy
,,Young Adult|Lgbt|Lgbt|Gay|Romance
,,Young Adult|Romance|Realistic Fiction|Contemporary|Womens Fiction|Chick Lit
,,Nonfiction|Self Help|Spirituality
,,Poetry|Classics|Cultural|Portugal|European Literature|Portuguese Literature
,,Media Tie In|Star Wars|Science Fiction|Young Adult|Fiction
,,Science Fiction|Steampunk|Fantasy|Fantasy|Paranormal|Romance|Paranormal|Vampires|Fiction|Young Adult|Historical|Historical Fiction
,,Romance|Contemporary|Romance|Contemporary Romance
,,Adult Fiction|Erotica|Fantasy|Adult|Romance|Fantasy|Fairy Tales
,,Mystery|Fiction|Mystery|Crime|Animals|Horses
,,Travel|Nonfiction|Adventure|Transport|Motorcycle|Autobiography|Memoir
,,Historical|Historical Fiction|Young Adult|War|Fiction|War|World War II|Historical
,,Business|Nonfiction|Biography
,,Science Fiction|Fantasy|Fiction|Classics|Adventure
,,Mystery|Crime|Mystery|European Literature|Scandinavian Literature|Fiction|Thriller|Scandinavian Lite...|Nordic Noir
,,Historical|Historical Fiction|Christian Fiction|Christian|Romance|Historical
,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|Fantasy|Mythology|Paranormal|Demons
,,Science|Nonfiction|Science|Mathematics|Science|Physics|Science|Popular Science
,,Classics|Classic Literature|Poetry
,,Fantasy|Mythology|Humor|Spirituality
,,Childrens
,,Science Fiction|Young Adult|Childrens|Fantasy
,,Poetry
,,
,,Contemporary|Adult Fiction
,,History|Nonfiction|World War II|Holocaust|War|World War II
,,Childrens|Fiction|Childrens|Picture Books
,,Nonfiction|Autobiography|Memoir|Food and Drink|Food|Gardening
,,Historical|Historical Fiction|Young Adult|Romance|Fiction|Historical
,,Historical|Historical Fiction|Fiction|Historical|Literature|18th Century
,,History
,,History|War|World War II|Nonfiction|Military|Military History|War
,,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Anthologies|Romance|Paranormal Romance|Short Stories|Romance|Fantasy|Supernatural
,,Science Fiction|Fiction|Science Fiction Fantasy
,,Classics|Fiction|Young Adult|Historical|Historical Fiction|Childrens
,,Religion|Islam
,,Fantasy|Childrens|Middle Grade|Young Adult|Childrens|Fiction|Fantasy|Magic|Mystery
,,Romance|Romance|Contemporary Romance|Contemporary|Humor|Funny|Womens Fiction|Chick Lit|Humor
,,
,,War|Fiction|Historical|Historical Fiction|War|Military Fiction
,,Biography|Autobiography|Cultural|India|Nonfiction|Biography|Autobiography|Memoir
,,Womens Fiction|Chick Lit|Romance|Romance|Erotic Romance
,,Mystery|Fiction|Mystery|Crime|Thriller|Thriller|Mystery Thriller
,,Sequential Art|Manga|Sequential Art|Comics|Science Fiction|Science Fiction|Cyberpunk|Sequential Art|Graphic Novels
,,Horror|Fantasy|Fiction|Fantasy|Dark Fantasy|Lgbt|Fantasy|Urban Fantasy
,,Historical|Romance|Historical|Regency|Romance|Historical Romance|Historical|Historical Fiction
,,Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Romance|Paranormal Romance|Fantasy|Urban Fantasy
,,Childrens|Fiction|Fantasy|Cultural|Japan
,,Mystery|Fantasy|Paranormal|Mystery|Cozy Mystery|Mystery|Paranormal Mystery|Romance
,,Childrens|Childrens|Picture Books
,,Young Adult|Horror|Mystery|Fantasy|Paranormal|Contemporary
,,Literature|Canadian Literature|Classics
,,Fantasy|Adventure|Fantasy|Urban Fantasy|Fiction|Action
,,Short Stories|Fiction|Literature|Cultural|Asia
,,
,,Classics|Childrens|Fiction|Childrens|Picture Books
,,Romance|Romance|Contemporary Romance|Contemporary|Adult|Adult Fiction|Erotica
,,Romance|M M Romance|Short Stories|Romance
,,Childrens|Picture Books|Realistic Fiction|Childrens
,,Romance|New Adult|Contemporary|Romance|Contemporary Romance
,,Romance|Contemporary|Westerns|Romance|Contemporary Romance
,,Humor|Fiction|Humor|Comedy
,,Thriller|Novels|Fiction
,,Fantasy|Mythology|History|Religion|Nonfiction|History|Ancient History
,,Mystery|Fiction|Mystery|Crime|Thriller
,,Nonfiction
,,Plays|Classics|Drama|Plays|Theatre|Literature|18th Century|Fiction|Academic|School
,,
,,Romance
,,Horror|Classics|Short Stories|Fiction
,,Science Fiction|Short Stories|Fiction|Fantasy
,,Thriller|Adventure|Fiction|Action
,,Historical|Historical Fiction|Fiction|American|Southern|Adult Fiction
,,Fantasy|Young Adult
,,Historical|Historical Fiction|Cultural|Ireland|European Literature|Irish Literature
,,
,,Fantasy|Fiction|Science Fiction
,,History|Nonfiction|Aviation|Military|Military History|War|World War I|War|Military Fiction
,,Mystery|Suspense|Thriller|Fiction
,,
,,
,,Poetry|Nonfiction|Abandoned
,,Fantasy|Animals|Childrens|Middle Grade
,,Mystery|Romance|Womens Fiction|Chick Lit|Mystery|Cozy Mystery|Fiction|Humor
,,History|Military History|Civil War|Nonfiction|American History|American Civil War|War
,,Horror|Short Stories|Fiction
,,
,,Fiction|Contemporary
,,New Adult|Romance|Contemporary|Romance|Contemporary Romance
,,Christian Fiction|Historical|Historical Fiction|Romance|Christian|Romance|Historical Romance|Historical|Romance|Christian Romance
,,Nonfiction|History|Biography|Religion|Religion|Atheism|Philosophy|Biography Memoir
,,Erotica|Bdsm|Romance|M M Romance|Contemporary|Adult Fiction|Erotica|Romance
,,Glbt|Queer|Philosophy|Theory|Nonfiction|Race|Lgbt|Gender
,,Fantasy|Childrens|Fiction
,,Classics|Fiction|Historical|Historical Fiction|Literature
,,Young Adult|Action|Thriller
,,Historical|Historical Fiction|Fiction|Romance|Historical|Cultural|Scotland
,,Historical|Historical Fiction|Young Adult|Childrens|Fiction
,,New Adult|Romance
,,Fantasy|Classics|Childrens|Fiction
,,Childrens|Fantasy|Fiction|Classics
,,Poetry
,,Science Fiction|Fiction|Fantasy
,,Fantasy|Young Adult|Adventure|Fiction
,,Christian|Nonfiction|Religion|Religion|Christianity|Religion|Theology|Religion|Faith
,,Classics|Fiction|Romance
,,Fantasy|Classics|Fiction|Childrens
,,Nonfiction|Soccer|Football
,,Romance|M M Romance|Contemporary|Adult Fiction|Erotica
,,Nonfiction|History|Sports and Games|Sports|Historical
,,Sequential Art|Manga|Sequential Art|Graphic Novels|Romance|Fantasy|Young Adult
,,Paranormal|Vampires|Fantasy
,,Science Fiction|Fiction
,,Young Adult|Fantasy|Science Fiction|Short Stories|Romance|Retellings
,,Art|Photography|Art
,,Thriller|Mystery|Crime|Mystery|Fiction
,,Classics|Fiction|Cultural|France|Literature
,,Nonfiction|Environment|Nature|Art|Photography|Environment|Wildlife
,,Historical|Historical Fiction|Childrens|Historical|Fiction
,,Romance|Sports and Games|Sports|Romance|Contemporary Romance|Contemporary Romance|Sports Romance|Contemporary
,,Fiction|Classics|Science Fiction|Dystopia|Classics|Classic Literature
,,
,,Football|Sports and Games|Sports|Biography|Nonfiction|Biography|Autobiography|Soccer
,,Young Adult|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy
,,Historical|Historical Fiction|Young Adult|Fiction|Historical|Childrens|Childrens|Middle Grade
,,Nonfiction|Sports and Games|Sports|Biography|Autobiography|Memoir
,,Fantasy|Paranormal|Fantasy|Magic|Fantasy|Paranormal|Vampires|Paranormal|Witches
,,New Adult|Romance|Contemporary|Romance|Contemporary Romance|Young Adult
,,Fantasy|Young Adult
,,Fantasy|Young Adult|Did Not Finish
,,Science Fiction
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Fantasy|Sequential Art|Bande Dessinée|Science Fiction|Art|Graphic Novels Comics
,,Science Fiction|Fiction|Young Adult|Audiobook
,,Classics|Fiction|Christian|Religion|Christian Fiction|Religion|Christianity|Religion|Theology|Literature|Fantasy|Religion|Faith
,,History
,,Nonfiction|Sociology|Social Issues|Poverty|Social Movements|Social Justice|Education|Social Issues
,,Thriller|Fiction|Mystery|Thriller|Mystery Thriller|Action
,,Young Adult|Realistic Fiction|Fiction|Childrens|Humor
,,Fiction|American|Southern|Womens Fiction|Chick Lit|Contemporary
,,Fiction|Womens Fiction|Chick Lit|Romance|Historical|Historical Fiction|Science Fiction|Time Travel|Fantasy|Historical
,,Young Adult|Womens Fiction|Chick Lit|Contemporary
,,Poetry
,,Thriller|Mystery|Mystery|Crime|Suspense|Fiction|Thriller|Mystery Thriller
,,Fiction|Cultural|Canada
,,Historical|Historical Fiction|Fiction|Womens Fiction|Chick Lit|Romance
,,Sequential Art|Manga|Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics|Adventure|Fiction|Young Adult|Manga|Shonen|Animals|Comics Manga
,,Fiction|Short Stories|Novella
,,Mystery|Mystery|Crime|Fiction|Thriller
,,Poetry|Classics|Drama|Literature
,,Fantasy|Fantasy|Fairy Tales|Childrens|Young Adult|Fiction|Childrens|Middle Grade
,,Mystery|Fiction|Mystery|Crime
,,Historical|Historical Fiction|Childrens|Military History|Civil War
,,Fantasy|Fiction|Fantasy|Magic|Fantasy|Epic Fantasy
,,Romance|Fiction|Cultural|Australia
,,Feminism|Nonfiction|Autobiography|Memoir|Writing|Books About Books|Womens|Biography
,,History|Politics|Nonfiction|North American Hi...|American History|Politics|Political Science
,,Philosophy|Politics|Nonfiction|Philosophy|Theory|Sociology
,,Animals|Horses|Childrens|Young Adult|Animals
,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|Dragons|Fantasy|Fantasy|Urban Fantasy|Paranormal|Demons
,,Classics|Fiction|Historical|Historical Fiction|Historical|Victorian|Literature|19th Century|European Literature|British Literature
,,Fantasy|Mythology|Nonfiction|Religion|History|Anthropology|Classics|Philosophy
,,Fantasy|Mythology|Young Adult|Fantasy|Mythology|Greek Mythology|Retellings|Fiction|Historical|Historical Fiction
,,Crime|True Crime|Nonfiction|Mystery|Crime|History
,,Glbt|Lesbian|Fantasy|Lesbian|Lesbian Fiction|Science Fiction|Lgbt|Romance|Lesbian Romance
,,Asian Literature|Indonesian Literature|Fiction|Novels
,,Biography|Nonfiction|Autobiography|Memoir|Biography|Autobiography
,,Christian Fiction|Historical|Historical Fiction|Romance|Christian|Historical|Romance|Historical Romance|Romance|Christian Romance|Fiction|Christian Fiction|Christian Historical Fiction|Westerns
,,Fiction|Mystery|Thriller|Legal Thriller|Thriller
,,Travel|Nonfiction|Cultural|Italy|History|Geography|Cities
,,Nonfiction|Autobiography|Memoir|Biography|Biography|Autobiography
,,Fantasy|Young Adult|Historical|Historical Fiction|Science Fiction|Time Travel|Fantasy|Magic|Romance|Historical
,,Fiction|Novels|The United States Of America
,,History|Religion|Nonfiction|Religion|Christianity|Religion|Theology
,,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Shapeshifters|Werewolves|Fantasy|Magic
,,Romance|Romantic Suspense|Romance|Suspense|Contemporary
,,Mystery|Romance|Mystery|Crime|Futuristic
,,History|Biography|Historical|North American Hi...|American History|Nonfiction|Military History|American Revolution
,,Fiction|Cultural|France|Novels|Literature
,,Fantasy|Urban Fantasy|Fantasy|Paranormal|Romance|Paranormal Romance|Fantasy|Romance|Shapeshifters|Werewolves|Fantasy|Magic
,,Young Adult|Fiction|Childrens
,,Realistic Fiction|Childrens|Middle Grade|Fiction
,,Religion|Cultural|Japan|Nonfiction|Philosophy|Spirituality|Asian Literature|Japanese Literature
,,Fantasy|Fantasy|Fairy Tales|Young Adult|Childrens|Middle Grade|Romance
,,European Literature|Portuguese Literature
,,Media Tie In|Star Wars|Science Fiction|Young Adult|Fiction
,,Unfinished|Humor
,,Biography|Nonfiction|Sequential Art|Comics|Sequential Art|Graphic Novels
,,Philosophy|Sociology|Nonfiction|Philosophy|Theory|History|Politics
,,Nonfiction|Cultural|China|Cultural|Asia|Travel
,,Horror|Fiction|Science Fiction|Fantasy
,,Adult Fiction|Erotica|Fantasy|Adult|Romance
,,Historical|Historical Fiction|Fiction|Cultural|Italy|Romance|Historical
,,Nonfiction|History|Folklore|Fantasy|Mythology
,,Mystery|Fiction|Thriller
,,Historical|Historical Fiction|Young Adult|Fantasy|Historical|Adventure|Fiction
,,Fiction|Young Adult|Contemporary|Realistic Fiction|Family
,,Poetry|Cultural|Greece
,,Fantasy|Mythology|Fantasy|Science Fiction Fantasy|Historical|Historical Fiction
,,Childrens
,,Science Fiction|Young Adult|Childrens|Fantasy
,,Fantasy|Fiction|Science Fiction Fantasy
,,Politics|History
,,
,,Mystery|Fiction|Young Adult|Childrens
,,
,,Romance|Romance|Contemporary Romance|Contemporary Romance|Sports Romance|Contemporary|Sports and Games|Sports|Womens Fiction|Chick Lit
,,Childrens|Picture Books|Childrens
,,Young Adult|Fiction|Health|Mental Health|Mental Health|Mental Illness|Realistic Fiction|Psychology
,,Short Stories|Fiction|Classics|Literature|American
,,Historical|Historical Fiction|Young Adult|Fiction|Childrens|Middle Grade|European Literature|British Literature
,,Womens Fiction|Chick Lit|Fiction|Short Stories|Novella
,,Fantasy|Science Fiction|Time Travel|Young Adult|Adventure|Historical|Historical Fiction
,,History
,,Young Adult|European Literature|Swedish Literature|Romance|Fiction|Contemporary|Young Adult|Teen|Young Adult|Young Adult Contemporary|European Literature|Scandinavian Literature
,,Nonfiction|Science|Environment|Nature|Childrens
,,Historical|Historical Fiction|Fiction|Academic|School|Adventure|Childrens|Middle Grade
,,
,,Anthologies
,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|New Adult|Fantasy|Supernatural
,,Romance|Romance|Contemporary Romance|Contemporary|Humor|Funny|Humor
,,
,,War|Fiction|Historical|Historical Fiction
,,New Adult|Romance|Contemporary|Academic|College
,,Romance|Erotic Romance|European Literature|Spanish Literature|Romance
,,Romance|Romance|Contemporary Romance|Suspense|Romance|Romantic Suspense|Contemporary
,,Education|Nonfiction|Sociology|Teaching|Social Movements|Social Justice|Politics
,,Horror|Fantasy|Fiction|Lgbt|Fantasy|Paranormal|Gothic|Fantasy|Urban Fantasy
,,Young Adult|Contemporary|Romance|Fantasy|Magical Realism|Fantasy|Paranormal
,,New Adult|Romance|Contemporary|Romance|Contemporary Romance
,,Fiction|Cultural|Australia|Historical|Historical Fiction|Literary Fiction
,,Fantasy|Fiction|Adventure|Action|Fantasy|Urban Fantasy
,,Mystery|Mystery|Cozy Mystery|Fantasy|Paranormal|Fiction
,,
,,Cultural|Russia|Classics|Literature|Russian Literature|Fiction|Short Stories
,,Fantasy|Paranormal|Vampires|Romance|Paranormal Romance|Fantasy|Urban Fantasy
,,Romance|Romance|Contemporary Romance|Contemporary|Did Not Finish|Adult Fiction|Erotica
,,Sexuality
,,Romance|Did Not Finish|New Adult|Contemporary
,,Thriller|Fiction|Mystery|Crime|Novels
,,Classics|Plays|Drama|Fantasy|Mythology|Plays|Theatre|Fiction|Cultural|Greece
,,Novels|Classics|Fiction|Literature
,,History|Space|Nonfiction
,,Thriller|Horror|Mystery|Fiction|Thriller|Psychological Thriller|Suspense
,,Horror|Paranormal|Vampires|Fiction|Fantasy|Paranormal|Thriller|Shapeshifters|Werewolves
,,Romance|New Adult|Sports and Games|Sports|Warfare|Fighters|Romance|Contemporary Romance|Contemporary
,,
,,Thriller|Adventure|Fiction|Action
,,Fantasy|Paranormal|Fairies|Young Adult|Romance|Fantasy|Paranormal
,,European Literature|Irish Literature|Childrens|Cultural|Ireland|Historical|Folk Tales|Fantasy|Family
,,
,,Fantasy|Fiction|Science Fiction|Fantasy|Epic Fantasy
,,Fiction|Historical|Historical Fiction|Literary Fiction
,,Science Fiction|Space|Space Opera|Fiction
,,Romance|New Adult|Sports and Games|Sports|Contemporary|Romance|Contemporary Romance|Contemporary Romance|Sports Romance
,,Romance|European Literature|Romanian Literature|Cultural|Romania
,,Romance|Adult Fiction|Erotica|Contemporary|Romance|Contemporary Romance|Music|Adult
,,Philosophy|Nonfiction|Classics|Cultural|China|Religion|Asian Literature|Chinese Literature
,,Classics|Literature|19th Century|Cultural|France|Autobiography|Memoir
,,Fantasy|Fantasy|Dragons|Fiction|Science Fiction Fantasy
,,Poetry
,,Poetry|European Literature|Spanish Literature
,,Animals|Fantasy|Animals|Cats|Fiction
,,Nonfiction|European Literature|Romanian Literature|Philosophy|Writing|Essays|Cultural|Romania
,,Fiction|Historical|Historical Fiction|New York|Historical
,,Short Stories|Fantasy|Horror|Humor|Fiction|Horror|Lovecraftian|Lovecraftian|Cthulhu Mythos
,,Fantasy|Young Adult|Fiction|Fantasy|Magic
,,Childrens|Fantasy|Fiction|Classics
,,Young Adult|Science Fiction|Dystopia|Science Fiction
,,Classics|Fiction|Fantasy|Short Stories
,,Fantasy|Humor|Fiction|Language|Writing|Reference
,,New Adult|Fantasy|Romance|Fantasy|Paranormal|Fantasy|Mythology|Romance|Paranormal Romance
,,Fiction|Christian Fiction|Historical|Historical Fiction|Classics|Christian
,,Nonfiction|Glbt|Queer|Politics|Lgbt
,,Romance|Adult Fiction|Erotica|Romance|Erotic Romance
,,Nonfiction|Autobiography|Memoir|Medical|Health|Medicine|Biography
,,Fiction|Historical|Historical Fiction|Novels
,,Romance|Historical Romance|Romance|Historical|Historical|Regency|Historical|Historical Fiction
,,Fiction|Contemporary|Sports and Games|Sports|Relationships|Marriage
,,Fantasy|Young Adult|Fiction|Romance|Fantasy|Magic
,,Cultural|Portugal|European Literature|Portuguese Literature|Romance
,,Fantasy|Childrens|Fiction|Animals
,,New Adult|Romance|Sociology|Abuse|Academic|College|Fiction|Business|Amazon|Did Not Finish|Contemporary|Suspense|Romance|Romantic Suspense
,,Short Stories|Classics|Horror|Fiction|Gothic|Mystery
,,History|Biography|Nonfiction|Historical|European Literature|British Literature
,,Fiction
,,Fantasy
,,Fantasy|Classics|Childrens|Fiction
,,Horror|Nonfiction|Mystery|Short Stories|Paranormal|Ghosts|Childrens
,,Fantasy|Fiction|Humor
,,Romance|M M Romance|Romance|Contemporary
,,Christian|Christian|Christian Living|Nonfiction|Cultural|Religion|Theology|Religion|Faith|Religion|Christianity
,,Science Fiction|Fiction|Young Adult|Sequential Art|Comics|Fantasy|Childrens
,,Paranormal|Vampires|Fantasy|Romance|Paranormal Romance
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Graphic Novels Comics|Fantasy|Comics|Comic Book
,,Thriller|Mystery
,,Romance|Romance|Contemporary Romance|Contemporary|Fiction
,,Fiction|Classics|Romance|European Literature|British Literature|Humor
,,Young Adult|Fantasy|Science Fiction|Short Stories|Science Fiction|Dystopia
,,
,,Mystery|Crime|Mystery|Thriller|Fiction
,,
,,Art|Photography|Reference|Nonfiction
,,Historical|Historical Fiction|Fiction|Historical|War|World War II
